entidade_key,tipo,docs,ocorrencias,exemplo
instituto de desenvolvimento de inovacoes aplicadas ao tjpe,ORG,1,1,Instituto de Desenvolvimento de Inovações Aplicadas ao TJPE
instituto de estudo e defesa da atividade notarial e registral do estado,ORG,1,1,Instituto de Estudo e Defesa da Atividade Notarial e Registral do Estado
instituto de identificacao,ORG,1,1,Instituto de Identificação
instituto de identificacao civil,ORG,1,1,Instituto de Identificação Civil
izan alves,PER,1,1,Izan Alves
izan alves miranda filho,PER,1,1,Izan Alves Miranda Filho
jaceguara,PER,1,1,Jaceguara
jaceguara dantas silva,PER,1,1,Jaceguara Dantas Silva
jade seffair ferreira,PER,1,1,Jade Seffair Ferreira
jaguapita,LOC,1,1,Jaguapitã
jair soares,PER,1,1,Jair Soares
jamil de miranda gedeon neto,PER,1,1,Jamil de Miranda Gedeon Neto
janaina cardoso luiz,PER,1,1,Janaína Cardoso Luiz
jander lucio teixeira,PER,1,1,Jander Lúcio Teixeira
jane granzotto,PER,1,1,Jane Granzotto
instituto nacional de seguridade social,ORG,1,1,Instituto Nacional de Seguridade Social
instituto penal placido de sa carvalho,LOC,1,2,Instituto Penal Plácido de Sá Carvalho
instituto pro cidadania,ORG,1,1,Instituto Pró Cidadania
instituto zwanga impacto social,ORG,1,1,Instituto Zwanga Impacto Social
ipuamirim,LOC,1,1,Ipuamirim
cabrobo,LOC,1,1,Cabrobó
caceres,LOC,1,1,Cáceres
cachoeira dourada,LOC,1,2,Cachoeira Dourada
cachoeira porteira,LOC,1,1,Cachoeira Porteira
caina balieiro,PER,1,1,Cainã Balieiro
caio cesar,PER,1,1,Caio César
caio henrique faustino,PER,1,1,Caio Henrique Faustino
caio henrique faustino da silva,PER,1,1,Caio Henrique Faustino da Silva
caio moyses de lima,PER,1,1,Caio Moysés de Lima
caixa,ORG,1,1,Caixa
calama,LOC,1,2,Calama
camacari,LOC,1,1,Camaçari
camara municipal de esperanca,LOC,1,1,Câmara Municipal de Esperança
ivanise esperidiao,PER,1,1,Ivanise Esperidião
ivna mozart bezerra soares,PER,1,1,Ivna Mozart Bezerra Soares
izabel macedo,PER,1,1,Izabel Macedo
jonatas dos santos andrade,PER,1,1,Jônatas dos Santos Andrade
jane valente,PER,1,1,Jane Valente
janja da silva,PER,1,1,Janja da Silva
januaria,LOC,1,1,Januária
jaragua,LOC,1,1,Jaraguá
jarbas nunes,LOC,1,1,Jarbas Nunes
jauari,LOC,1,1,Jauari
jefferson alves de assis,PER,1,1,Jefferson Alves de Assis
joana barbosa dos santos,PER,1,1,Joana Barbosa dos Santos
joao batista silveira,PER,1,1,João Batista Silveira
joao ernesto,LOC,1,1,João Ernesto
joao gabriel cirelli medeiros,PER,1,1,João Gabriel Cirelli Medeiros
joao gaspar rodrigues,PER,1,1,João Gaspar Rodrigues
bruno araujo pereira,PER,1,1,Bruno Araújo Pereira
caapora,LOC,1,1,Caaporã
cabo verde,LOC,1,1,Cabo Verde
jose evandro mota junior,PER,1,1,José Evandro Mota Júnior
jose faustino macedo,PER,1,1,José Faustino Macedo
jose fernando steinberg,PER,1,1,José Fernando Steinberg
jose filho,PER,1,1,José Filho
jose gomes de ar,PER,1,1,José Gomes de Ar
joao jose pereira de lyra,PER,1,1,João José Pereira de Lyra
joao luis fischer,PER,1,1,João Luis Fischer
joao noronha,PER,1,1,João Noronha
joao paulo santos schoucair,PER,1,1,João Paulo Santos Schoucair
joao paulo silva souza,PER,1,1,João Paulo Silva Souza
joao teixeira de carvalho,LOC,1,1,João Teixeira de Carvalho
joao vitor sales zaidan,PER,1,1,João Vitor Sales Zaidan
joao zibordi lara,PER,1,1,João Zibordi Lara
jocelaine teixeira,PER,1,1,Jocelaine Teixeira
joilton alves,PER,1,1,Joilton Alves
joinville,LOC,1,1,Joinville
jose lunardelli,PER,1,1,José Lunardelli
jose ma,PER,1,1,José Ma
jose mendes correa,PER,1,1,José Mendes Corrêa
jose nilo ribeiro filho,PER,1,1,José Nilo Ribeiro Filho
jose zuquim nogueira,PER,1,1,José Zuquim Nogueira
joseilton fonseca,PER,1,1,Joseilton Fonseca
judicial,LOC,1,1,Judicial
jorge amado,PER,1,1,Jorge Amado
jorge messias,PER,1,1,Jorge Messias
jose andre machado barbosa pinto,PER,1,1,José André Machado Barbosa Pinto
jose antonio robles,PER,1,2,José Antonio Robles
jose arnaldo de oliveira,PER,1,1,José Arnaldo de Oliveira
jose clarindo da silva junior,PER,1,1,José Clarindo da Silva Júnior
jose conrado azevedo santos,PER,1,1,José Conrado Azevedo Santos
jose de ribamar froz sobrinho,PER,1,1,José de Ribamar Froz Sobrinho
jose eustaquio de melo,PER,1,1,José Eustáquio de Melo
bom lugar,LOC,1,1,Bom Lugar
bonecas,LOC,1,1,Bonecas
bonfim,LOC,1,1,Bonfim
bonito,LOC,1,1,Bonito
boulevard shopping,LOC,1,1,Boulevard Shopping
bradesco,ORG,1,1,Bradesco
brejo,LOC,1,1,Brejo
breno rodrigo pacheco de oliveira,PER,1,1,Breno Rodrigo Pacheco de Oliveira
brigada militar,ORG,1,1,Brigada Militar
bruna hoisler sallet,PER,1,1,Bruna Hoisler Sallet
bruna varejao,PER,1,1,Bruna Varejão
jose goncalo de sousa filho,PER,1,1,José Gonçalo de Sousa Filho
jose hamilton,PER,1,1,José Hamilton
jose hamilton saraiva dos santos,PER,1,1,José Hamilton Saraiva dos Santos
jose jorge figueiredo dos anjos,PER,1,1,José Jorge Figueiredo dos Anjos
jose luis luvi,PER,1,1,José Luís Luvi
justica do rio grande do sul,LOC,1,1,Justiça do Rio Grande do Sul
judicial,ORG,1,1,Judicial
judiciario de santa catarina,LOC,1,1,Judiciário de Santa Catarina
judiciario do acre,LOC,1,1,Judiciário do Acre
juizado da infancia e juventude de porto alegre,LOC,1,1,Juizado da Infância e Juventude de Porto Alegre
juizado especial federal de sao paulo,LOC,1,1,Juizado Especial Federal de São Paulo
juliana pontes de moraes,PER,1,1,Juliana Pontes de Moraes
juliana tonche,PER,1,1,Juliana Tonche
juliano veiga,PER,1,1,Juliano Veiga
julio antonio de jorge lopes filho,PER,1,1,Júlio Antônio de Jorge Lopes Filho
junior martins,PER,1,1,Junior Martins
junta militar,ORG,1,1,Junta Militar
jurua,LOC,1,1,Juruá
jussara de carvalho perea,PER,1,1,Jussara de Carvalho Perea
boa vista,LOC,1,1,Boa Vista
boca do acre,LOC,1,1,Boca do Acre
kassia zinato santos machado araujo,PER,1,1,Kássia Zinato Santos Machado Araújo
kassio nunes marques,PER,1,1,Kassio Nunes Marques
katerine jatahy,PER,1,1,Katerine Jatahy
kathlen romeu,PER,1,1,Kathlen Romeu
katia arruda,PER,1,1,Kátia Arruda
katia regina baez,PER,1,1,Kátia Regina Baez
katia roncada,PER,1,1,Kátia Roncada
justica de mato grosso do sul,LOC,1,1,Justiça de Mato Grosso do Sul
justica de santa catarina,LOC,1,1,Justiça de Santa Catarina
justica do df,LOC,1,1,Justiça do DF
justica do distrito federal e dos territorios,LOC,1,1,Justiça do Distrito Federal e dos Territórios
justica do estado,LOC,1,1,Justiça do Estado
justica do estado de goias,LOC,1,1,Justiça do Estado de Goiás
justica do estado do parana,LOC,1,1,Justiça do Estado do Paraná
justica do estado do piaui,LOC,1,1,Justiça do Estado do Piauí
justica do maranhao,LOC,1,1,Justiça do Maranhão
lab pai d egua,LOC,1,1,Lab Pai D ’ Égua
laboratorio de inovacao do tribunal de justica,ORG,1,1,Laboratório de Inovação do Tribunal de Justiça
labrea,LOC,1,1,Lábrea
ladilson moita,PER,1,1,Ladilson Moita
lages,LOC,1,1,Lages
lago do cunia,LOC,1,1,Lago do Cuniã
lago verde,LOC,1,1,Lago Verde
lais cristina gross gerhardt,PER,1,1,Lais Cristina Gross Gerhardt
lajeado,LOC,1,1,Lajeado
laranjal do jari,LOC,1,1,Laranjal do Jari
justica federal da 1a regiao,LOC,1,1,Justiça Federal da 1ª Região
justica federal do rio grande do sul,LOC,1,1,Justiça Federal do Rio Grande do Sul
jutai,LOC,1,1,Jutaí
kamutaja awa,PER,1,1,Kamutaja Ãwa
karina aragao,PER,1,1,Karina Aragão
karla osorio netto,PER,1,1,Karla Osorio Netto
belo monte,LOC,1,3,Belo Monte
benedito goncalves,PER,1,2,Benedito Gonçalves
benjamin constant,LOC,1,1,Benjamin Constant
betim,LOC,1,1,Betim
betina mostardeiro muhle de constantino,PER,1,1,Betina Mostardeiro Mühle de Constantino
biblioteca comunitaria mestre simeao,LOC,1,1,Biblioteca Comunitária Mestre Simeão
biblioteca publica estadual arthur vianna,LOC,1,1,Biblioteca Pública Estadual Arthur Vianna
biblioteca publica municipal avertano rocha,LOC,1,1,Biblioteca Pública Municipal Avertano Rocha
bissau,LOC,1,1,Bissau
blumenau,LOC,1,2,Blumenau
katya monnerat,PER,1,1,Katya Monnerat
kawkamy awa,PER,1,2,Kawkamy Ãwa
kazuo yoshidome,PER,1,1,Kazuo Yoshidome
kerley alcantara,PER,1,1,Kerley Alcântara
kumene,LOC,1,1,Kumenê
kuratanha,LOC,1,1,Kuratanha
laranjeiras do sul,LOC,1,1,Laranjeiras do Sul
laudivon nogueira,PER,1,1,Laudivon Nogueira
laura de borba maciel fleck,PER,1,1,Laura de Borba Maciel Fleck
laura guimaraes silveira,PER,1,1,Laura Guimarães Silveira
lauro de freitas,LOC,1,1,Lauro de Freitas
leandro mattos,PER,1,1,Leandro Mattos
leandro teles,PER,1,2,Leandro Teles
leanne levers,PER,1,1,Leanne Levers
legal,MEDIA,1,1,Legal
leila paiva,PER,1,1,Leila Paiva
lelio bentes correa,PER,1,1,Lélio Bentes Corrêa
lencois maranhenses,LOC,1,1,Lençóis Maranhenses
leonam gondim da cruz junior,PER,1,1,Leonam Gondim da Cruz Junior
leonardo cardoso de magalhaes,PER,1,1,Leonardo Cardoso de Magalhães
bela vista,LOC,1,1,Bela Vista
belo horizon,LOC,1,1,Belo Horizon
luciana bezerra,PER,1,1,Luciana Bezerra
luciana caringi xavier,PER,1,1,Luciana Caringi Xavier
leonardo coutinho,PER,1,1,Leonardo Coutinho
leste,LOC,1,1,Leste
leticia autun,PER,1,1,Letícia Autun
leticia botelho,PER,1,2,Letícia Botelho
leticia fontes guedes,PER,1,1,Letícia Fontes Guedes
lidia de souza de menezes,PER,1,1,Lídia de Souza de Menezes
lidivaldo reaiche,PER,1,1,Lidivaldo Reaiche
liga independente das escolas de samba,ORG,1,2,Liga Independente das Escolas de Samba
liliana boueres,PER,1,2,Liliana Bouéres
limao verde,LOC,1,1,Limão Verde
limoeiro,LOC,1,2,Limoeiro
lindice cristina prata de oliveira,PER,1,1,Lindice Cristina Prata de Oliveira
lirton nogueira,PER,1,1,Lirton Nogueira
lisabete marchetti,PER,1,1,Lisabete Marchetti
luciene souza,PER,1,1,Luciene Souza
lucivaldo silva,PER,1,1,Lucivaldo Silva
lucy de fatima cruz lago,PER,1,1,Lucy de Fátima Cruz Lago
ludmila mendonca lopes ribeiro,PER,1,1,Ludmila Mendonça Lopes Ribeiro
luis antonio de abreu johnson,PER,1,1,Luís Antônio de Abreu Johnson
luis carlos vendramin junior,PER,1,1,Luis Carlos Vendramin Júnior
lisbete teixeira,PER,1,2,Lisbete Teixeira
litoral oeste,LOC,1,1,Litoral Oeste
litoral sul,LOC,1,1,Litoral Sul
loanda,LOC,1,1,Loanda
lourenco floriani orlandini,PER,1,1,Lourenço Floriani Orlandini
lourival de jesus serejo sousa,PER,1,1,Lourival de Jesus Serejo Sousa
lucas barbosa e souza,PER,1,1,Lucas Barbosa e Souza
lucas israel,PER,1,2,Lucas Israel
lucas lixinski,PER,1,1,Lucas Lixinski
luciana bertini,PER,1,1,Luciana Bertini
barragem do fundao,LOC,1,3,Barragem do Fundão
barreiras,LOC,1,1,Barreiras
barreirinhas,LOC,1,2,Barreirinhas
basica de saude,LOC,1,1,Básica de Saúde
bataguassu,LOC,1,1,Bataguassu
bauru,LOC,1,1,Bauru
beatriz junqueira,PER,1,1,Beatriz Junqueira
beatriz junqueira guimaraes,PER,1,1,Beatriz Junqueira Guimarães
beira rio,LOC,1,1,Beira Rio
luciana doria de medeiros chaves,PER,1,1,Luciana Dória de Medeiros Chaves
luciana fiala,PER,1,2,Luciana Fiala
luciana padilha espindola,PER,1,1,Luciana Padilha Espíndola
luciana veiga,PER,1,1,Luciana Veiga
luciana veiga oliveira,PER,1,1,Luciana Veiga Oliveira
lucianne lima,PER,1,1,Lucianne Lima
luciano beladelli,PER,1,1,Luciano Beladelli
maracana,LOC,1,1,Maracanã
luis felipe de araujo flor,PER,1,1,Luís Felipe de Araújo Flôr
luis felipe salomao,PER,1,3,Luis Felipe Salomão
luis geraldo sant ana lanfredi,PER,1,1,Luís Geraldo Sant ’ Ana Lanfredi
luiz cesio caetano,PER,1,1,Luiz Césio Caetano
luiz eloy terena,PER,1,1,Luiz Eloy Terena
luiz fernando tomasi keppen,PER,1,1,Luiz Fernando Tomasi Keppen
luiz paulo da silva araujo filho,PER,1,1,Luiz Paulo da Silva Araújo Filho
luiz zilmar dos santos pires,PER,1,2,Luiz Zilmar dos Santos Pires
luiza cristina nascimento da costa marques,PER,1,1,Luiza Cristina Nascimento da Costa Marques
luzia nadja guimaraes nascimento,PER,1,1,Luzia Nadja Guimarães Nascimento
banco nacional de precedentes,ORG,1,1,Banco Nacional de Precedentes
barao de macaubas,LOC,1,1,Barão de Macaúbas
barbara,LOC,1,1,Bárbara
barbara firmo,PER,1,1,Bárbara Firmo
barra velha,LOC,1,1,Barra Velha
marcelo lima guedes,PER,1,1,Marcelo Lima Guedes
marcelo stempniak,PER,1,1,Marcelo Stempniak
marcelo thome,PER,1,1,Marcelo Thomé
marcia carvalho,PER,1,1,Márcia Carvalho
marcia carvalho lopes,PER,1,1,Márcia Carvalho Lopes
marcos fava neves,PER,1,1,Marcos Fava Neves
luzinopolis,LOC,1,1,Luzinópolis
maceio shopping,LOC,1,2,Maceió Shopping
mage,LOC,1,2,Magé
magid,PER,1,1,Magid
magid lauar,PER,1,1,Magid Láuar
maiobao,LOC,1,1,Maiobão
manacapuru,LOC,1,3,Manacapuru
mancio lima,LOC,1,1,Mâncio Lima
mapuera,LOC,1,1,Mapuera
marabaixo,LOC,1,1,Marabaixo
maria clara simonetti teixeira,PER,1,1,Maria Clara Simonetti Teixeira
maria da penha,PER,1,2,Maria da Penha
maria da penha maia fernandes,PER,1,1,Maria da Penha Maia Fernandes
maria de nazare,PER,1,1,Maria de Nazaré
maria do rosario de fatima martins leite dias,PER,1,1,Maria do Rosário de Fátima Martins Leite Dias
maria do socorro mendonca carneiro,PER,1,1,Maria do Socorro Mendonça Carneiro
maria elizabeth rocha,PER,1,1,Maria Elizabeth Rocha
maria genir jacinto cordovil,PER,1,2,Maria Genir Jacinto Cordovil
maria helena de lima guedes,PER,1,1,Maria Helena de Lima Guedes
maravilha,LOC,1,1,Maravilha
marcela alves de vilar,PER,1,1,Marcela Alves de Vilar
marcelle de oliveira moura,PER,1,1,Marcelle de Oliveira Moura
marcello rubioli,PER,1,1,Marcello Rubioli
marcelo anatocles,PER,1,1,Marcelo Anátocles
marcelo felice,PER,1,1,Marcelo Felice
marcelo lamego pertence,PER,1,1,Marcelo Lamego Pertence
maria vanderlina jacinto,PER,1,1,Maria Vanderlina Jacinto
mariana,LOC,1,1,Mariana
mariana clementino,PER,1,1,Mariana Clementino
mariana francisco ferreira,PER,1,1,Mariana Francisco Ferreira
mariana marques,PER,1,1,Mariana Marques
mariana oliveira,PER,1,1,Mariana Oliveira
mariana rezende yoshida,PER,1,1,Mariana Rezende Yoshida
mariana trotta dallalana,PER,1,1,Mariana Trotta Dallalana
marielle franco,PER,1,1,Marielle Franco
marileide soares,PER,1,1,Marileide Soares
marcos gurgel,PER,1,1,Marcos Gurgel
marcos vinicius torres pereira,PER,1,1,Marcos Vinícius Torres Pereira
marcus alan de melo gomes,PER,1,1,Marcus Alan de Melo Gomes
marcus vinicius pereira junior,PER,1,1,Marcus Vinícius Pereira Júnior
maria ausete alves bezerra,PER,1,1,Maria Ausete Alves Bezerra
maria celeste simoes marques,PER,1,1,Maria Celeste Simões Marques
marina rocha cavalcanti barros mendes,PER,1,1,Marina Rocha Cavalcanti Barros Mendes
mario albiani junior,PER,1,1,Mário Albiani Júnior
mario antonio de andrade,PER,1,1,Mário Antônio de Andrade
mario kono,PER,1,1,Mário Kono
mario mazurek,PER,1,2,Mário Mazurek
marise medeiros cavalcanti chamberlain,PER,1,1,Marise Medeiros Cavalcanti Chamberlain
marivaldo dantas,PER,1,2,Marivaldo Dantas
marlon barbosa silvestre,PER,1,1,Marlon Barbosa Silvestre
marlucia de araujo bezerra,PER,1,1,Marlúcia de Araújo Bezerra
marques de sapucai,LOC,1,1,Marquês de Sapucaí
maria marluce caldas,PER,1,1,Maria Marluce Caldas
maria rosana de oliveira pereira,PER,1,1,Maria Rosana de Oliveira Pereira
maria sueli sobral,PER,1,1,Maria Sueli Sobral
maria sueli sobral oliveira,PER,1,1,Maria Sueli Sobral Oliveira
maria teresa vieira da silva,PER,1,1,Maria Teresa Vieira da Silva
maria tereza uille,PER,1,1,Maria Tereza Uille
bacuri rua da alegria,LOC,1,1,Bacuri Rua da Alegria
bacurizinho,LOC,1,1,Bacurizinho
bairro belem novo,LOC,1,1,BAIRRO BELÉM NOVO
bairro santa rosa de lima,LOC,1,1,BAIRRO SANTA ROSA DE LIMA
baixada maranhense,LOC,1,1,Baixada Maranhense
baixada santista,LOC,1,1,Baixada Santista
baixo parnaiba,LOC,1,2,Baixo Parnaíba
baixo rio madeira,LOC,1,1,Baixo Rio Madeira
baixo sao francisco,LOC,1,1,Baixo São Francisco
banco do brasil,ORG,1,1,Banco do Brasil
banco interamericano de desenvolvimento,ORG,1,1,Banco Interamericano de Desenvolvimento
marilia mendonca,PER,1,1,Marília Mendonça
marina buchdid,PER,1,2,Marina Buchdid
marina cavalcanti mendes,PER,1,1,Marina Cavalcanti Mendes
marina freire,PER,1,1,Marina Freire
marina lustosa,PER,1,1,Marina Lustosa
ministerio publico estadual,ORG,1,1,Ministério Público Estadual
ministro moura ribeiro,PER,1,1,Ministro Moura Ribeiro
marta rodriguez de assis machado,PER,1,1,Marta Rodriguez de Assis Machado
maruanum,LOC,1,1,Maruanum
massa falida da laginha agroindustrial,ORG,1,1,Massa Falida da Laginha Agroindustrial
mata atlantica,LOC,1,3,Mata Atlântica
mata velha,LOC,1,1,Mata Velha
mateus meireles,PER,1,1,Mateus Meireles
mateus rosa,PER,1,1,Mateus Rosa
mato castelhano,LOC,1,1,Mato Castelhano
mauro campbe,PER,1,1,Mauro Campbe
max nunes de franca,PER,1,1,Max Nunes de França
mazagao,LOC,1,1,Mazagão
australia,LOC,1,1,Austrália
autoridade nacional de protecao de dados,ORG,1,1,Autoridade Nacional de Proteção de Dados
bacabal,LOC,1,3,Bacabal
monike saldanha antony,PER,1,1,Monike Saldanha Antony
monique marchioli leite,PER,1,1,Monique Marchioli Leite
morros,LOC,1,1,Morros
mossoro,LOC,1,1,Mossoró
movimento dos trabalhadores rurais sem terra,ORG,1,1,Movimento dos Trabalhadores Rurais Sem Terra
movimento maes da se,ORG,1,1,Movimento Mães da Sé
movimento nacional dos catadores de materiais reciclaveis,ORG,1,1,Movimento Nacional dos Catadores de Materiais Recicláveis
mucajai,LOC,1,1,Mucajaí
"meu voto, meu poder",MEDIA,1,1,"Meu Voto, Meu Poder"
miami,LOC,1,1,Miami
mina corrego do feijao,LOC,1,1,Mina Córrego do Feijão
minas,LOC,1,1,Minas
ministerio da pesca e aquicultura,LOC,1,1,Ministério da Pesca e Aquicultura
ministerio das mulheres,ORG,1,1,Ministério das Mulheres
ministerio dos portos e aeroportos,ORG,1,1,Ministério dos Portos e Aeroportos
ministerio publico do rio grande do sul,LOC,1,1,Ministério Público do Rio Grande do Sul
museu des. lauro de berredo martins,LOC,1,1,Museu Des. Lauro de Berredo Martins
mychelle pacheco cintra stadler,PER,1,1,Mychelle Pacheco Cintra Stadler
myrian pavan schenkel,PER,1,1,Myrian Pavan Schenkel
nadja zanella,PER,1,2,Nadja Zanella
nagila maria sales brito,PER,1,1,Nágila Maria Sales Brito
natalia dino,PER,1,1,Natália Dino
nathasha santiago,PER,1,1,Nathasha Santiago
navirai,LOC,1,1,Naviraí
nazare,LOC,1,1,Nazaré
miranda,LOC,1,2,Miranda
mirlene thaumaturgo,PER,1,1,Mirlene Thaumaturgo
mnistro edson fachin,PER,1,1,Mnistro Edson Fachin
moacyr pitta lima,PER,1,1,Moacyr Pitta Lima
mocambique,LOC,1,1,Moçambique
monica nobre,PER,1,1,Mônica Nobre
monica romero,PER,1,1,Mônica Romero
neoenergia pernambuco,ORG,1,1,Neoenergia Pernambuco
ninho do urubu,LOC,1,1,Ninho do Urubu
nino toldo,PER,1,1,Nino Toldo
noemia porto,PER,1,2,Noêmia Porto
nome e ancestral,MEDIA,1,2,Nome é Ancestral
normandia,LOC,1,1,Normandia
noroeste de minas,LOC,1,1,Noroeste de Minas
nossa biblioteca,LOC,1,1,Nossa Biblioteca
nova laranjeiras,LOC,1,1,Nova Laranjeiras
nova york,LOC,1,1,Nova York
novo aripuana,LOC,1,1,Novo Aripuanã
novo santo antonio,LOC,1,2,Novo Santo Antônio
nubia guedes,PER,1,1,Núbia Guedes
mulheres que escrevem a justica,MEDIA,1,1,Mulheres que Escrevem a Justiça
municipio de peixoto de azevedo,LOC,1,1,Município de Peixoto de Azevedo
municipio de sao paulo,LOC,1,1,Município de São Paulo
associacao brasileira de advogados em saude,ORG,1,1,Associação Brasileira de Advogados em Saúde
associacao brasileira de busca e defesa a crianca desaparecida,ORG,1,1,Associação Brasileira de Busca e Defesa à Criança Desaparecida
associacao brasileira de jurimetria,ORG,1,1,Associação Brasileira de Jurimetria
associacao dos notarios e registradores do estado,ORG,1,1,Associação dos Notários e Registradores do Estado
associacao dos registradores civis das pessoas naturais do estado,ORG,1,1,Associação dos Registradores Civis das Pessoas Naturais do Estado
associacao dos registradores de pessoas naturais da paraiba,ORG,1,1,Associação dos Registradores de Pessoas Naturais da Paraíba
associacao mais verde,ORG,1,2,Associação Mais Verde
atalaia do norte,LOC,1,2,Atalaia do Norte
atis de araujo oliveira,PER,1,1,Átis de Araújo Oliveira
auaris,LOC,1,3,Auaris
auditorio do espaco multi,LOC,1,1,Auditório do Espaço Multi
auditorio emilio ribas,LOC,1,1,Auditório Emílio Ribas
auditorio manuel olimpio meira,LOC,1,1,Auditório Manuel Olímpio Meira
augustinopolis,LOC,1,1,Augustinópolis
nelson ribeiro alves,LOC,1,1,Nelson Ribeiro Alves
neoenergia,ORG,1,1,Neoenergia
orla de breves,LOC,1,1,Orla de Breves
orlando aguirre gomez,PER,1,1,Orlando Aguirre Gómez
orloff neves rocha,PER,1,1,Orloff Neves Rocha
nucleo de justica restaurativa,ORG,1,1,Núcleo de Justiça Restaurativa
nucleo de medida cautelar,LOC,1,1,Núcleo de Medida Cautelar
nucleo permanente de metodos consensuais de solucao de conflitos,ORG,1,1,Núcleo Permanente de Métodos Consensuais de Solução de Conflitos
observatorio do trabalho decente do poder judiciario,ORG,1,1,Observatório do Trabalho Decente do Poder Judiciário
oeste da bahia,LOC,1,1,Oeste da Bahia
oeste do parana,LOC,1,1,Oeste do Paraná
oficina consultoria,ORG,1,1,Oficina Consultoria
olinda,LOC,1,1,Olinda
ondina amaral brandao,PER,1,1,Ondina Amaral Brandão
onilza abreu gerth,PER,1,1,Onilza Abreu Gerth
onserp,ORG,1,1,Onserp
onu mulheres,ORG,1,1,ONU Mulheres
assistencia de gestao socioambiental,ORG,1,1,Assistência de Gestão Socioambiental
araioses,LOC,1,1,Araioses
arena do gremio,LOC,1,2,Arena do Grêmio
arena fonte nova,LOC,1,1,Arena Fonte Nova
ariana ribeiro lara,PER,1,2,Ariana Ribeiro Lara
arnoldo camanho,PER,1,1,Arnoldo Camanho
aroldo cedraz,PER,1,1,Aroldo Cedraz
arquipelago de marajo,LOC,1,2,Arquipélago de Marajó
arthur gomes,PER,1,1,Arthur Gomes
articlina de oliveira guimaraes,PER,1,1,Articlina de Oliveira Guimarães
articulacao dos povos indigenas do brasil,ORG,1,1,Articulação dos Povos Indígenas do Brasil
asfalto,MEDIA,1,1,Asfalto
operador nacional do registro civil das pessoas naturais,ORG,1,1,Operador Nacional do Registro Civil das Pessoas Naturais
operador nacional do registro de titulos e documentos e de pessoas juridicas,ORG,1,1,Operador Nacional do Registro de Títulos e Documentos e de Pessoas Jurídicas
operadores nacionais dos registros publicos,ORG,1,2,Operadores Nacionais dos Registros Públicos
ordem,ORG,1,1,Ordem
ordem dos advogados do brasil seccional,ORG,1,1,Ordem dos Advogados do Brasil – Seccional
parente,LOC,1,1,Parente
parque ayrton senna,LOC,1,1,Parque Ayrton Senna
ororuba,LOC,1,1,Ororubá
osasco,LOC,1,1,Osasco
oscar vilhena,PER,1,1,Oscar Vilhena
osvaldo rosa otero,PER,1,1,Osvaldo Rosa Otero
otavio ferreira,PER,1,1,Otávio Ferreira
ouro preto,LOC,1,1,Ouro Preto
ouvidoria nacional de justica,ORG,1,1,Ouvidoria Nacional de Justiça
pablo galain palermo,PER,1,1,Pablo Galain Palermo
pablo ramirez ayala,PER,1,1,Pablo Ramírez Ayala
pacaraima,LOC,1,1,Pacaraima
paco do lumiar,LOC,1,3,Paço do Lumiar
pacto nacional do judiciario pela equidade racial,ORG,1,1,Pacto Nacional do Judiciário pela Equidade Racial
painel de estatisticas do poder judiciario,ORG,1,1,Painel de Estatísticas do Poder Judiciário
araguatins,LOC,1,1,Araguatins
paula fernanda de souza vasconcelos navarr,PER,1,1,Paula Fernanda de Souza Vasconcelos Navarr
paula feteira,PER,1,1,Paula Feteira
paula sacchetta,PER,1,1,Paula Sacchetta
paulino neves,LOC,1,1,Paulino Neves
paulo chenaud,PER,1,1,Paulo Chenaud
paulo cordeiro,PER,1,1,Paulo Cordeiro
palacio clovis bevilaqua,LOC,1,1,Palácio Clóvis Beviláqua
palacio da justica,LOC,1,1,Palácio da Justiça
palacio de justica do rio de janeiro,LOC,1,1,Palácio de Justiça do Rio de Janeiro
palmeiropolis,LOC,1,2,Palmeirópolis
pantanal,LOC,1,1,Pantanal
pantoja,PER,1,1,Pantoja
papa francisco,PER,1,1,Papa Francisco
papagaios,LOC,1,1,Papagaios
paracatu,LOC,1,2,Paracatu
parangaba,LOC,1,1,Parangaba
pedras de fogo,LOC,1,1,Pedras de Fogo
pedro augusto nicoli,PER,1,1,Pedro Augusto Nicoli
pedro buzolin,PER,1,1,Pedro Buzolin
pedro felipe de oliveira santos,PER,1,1,Pedro Felipe de Oliveira Santos
pedro gondim,LOC,1,1,Pedro Gondim
pedro guimaraes castelo branco,PER,1,1,Pedro Guimarães Castelo Branco
pedro i,LOC,1,1,Pedro I
parque estadual da serra do mar,LOC,1,1,Parque Estadual da Serra do Mar
parque mao santa,LOC,1,1,Parque Mão Santa
parque nacional do monte pascoal,LOC,1,1,Parque Nacional do Monte Pascoal
passarela do samba,LOC,1,1,Passarela do Samba
passo fundo,LOC,1,4,Passo Fundo
pataxo ha ha hae,LOC,1,1,Pataxó Hã Hã Hãe
patricia marins,PER,1,1,Patrícia Marins
patricia perez goldberg,PER,1,1,Patricia Pérez Goldberg
patricia sarquis herden,PER,1,1,Patrícia Sarquis Herden
antonio eugenio leite ferreira neto,PER,1,1,Antônio Eugênio Leite Ferreira Neto
antonio faical,PER,1,1,Antônio Faiçal
antonio gomes,PER,1,1,Antônio Gomes
antonio jose de carvalho araujo,PER,1,1,Antônio José de Carvalho Araújo
antonio jose de menezes,PER,1,2,Antônio José de Menezes
antonio leonildo,PER,1,1,Antônio Leonildo
anvisa,ORG,1,1,Anvisa
apicum,LOC,1,1,Apicum
